OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN
148,WAGPF,Gifford Pinchot NF,Langille,Unknown,2009-07-27T00:00:00.000Z,2009-08-02T00:00:00.000Z,471.01319057,2009,Unknown,20517252.511798,21911.4394812797
243,WAWFS,WA Fire Service,Milepost 31,208,2012-06-13T00:00:00.000Z,2012-06-14T00:00:00.000Z,1127.69544198,2012,Unknown,49122216.963129,52351.1518469105
151,WAWFS,WA Fire Service,Avery,Unknown,2009-08-13T00:00:00.000Z,2009-08-13T00:00:00.000Z,264.60167397,2009,Unknown,11526002.8137875,24637.4544313597
152,WACOA,Colville Agency,Cameron Lake,167,2013-08-07T00:00:00.000Z,2013-08-06T00:00:00.000Z,131.1028321,2013,Lightning,5710816.5231055,9383.72516977505
153,WACOA,Colville Agency,Buffalo Lake,0254,2009-08-21T00:00:00.000Z,2009-08-21T00:00:00.000Z,328.63973445,2009,Arson,14315489.5705185,16752.5926218895
154,WACOF,Colville NF,Sleepy,024,2001-08-01T00:00:00.000Z,2001-08-01T00:00:00.000Z,1401.85056765,2001,Unknown,61064366.46875,49277.5379725204
155,WAOWF,Okan-Wen NF,Discovery,Unknown,2009-07-28T00:00:00.000Z,2009-08-08T00:00:00.000Z,4120.2867889,2009,Unknown,179478974.606471,66560.7776834606
156,WAMCR,Mid Columbia NWR,Dry Creek Complex,Unknown,2009-08-21T00:00:00.000Z,2009-08-23T00:00:00.000Z,48901.64865507,2009,Unknown,2130147294.80012,515045.110673204
157,WASES,WA DNR - SE Region,High Hill,Unknown,2009-08-20T00:00:00.000Z,2009-08-22T00:00:00.000Z,98.61899503,2009,Unknown,4295826.239968,15860.7734913992
158,WASES,WA DNR - SE Region,SR-17,Unknown,2009-08-20T00:00:00.000Z,2009-08-23T00:00:00.000Z,897.49516605,2009,Unknown,39094733.053676,26698.2117060652
159,WASES,WA DNR - SE Region,B.5,Unknown,2009-08-20T00:00:00.000Z,2009-08-23T00:00:00.000Z,282.12277067,2009,Unknown,12289218.7332705,19226.8184619792
160,WASES,WA DNR - SE Region,Trail,Unknown,2009-07-05T00:00:00.000Z,2009-07-07T00:00:00.000Z,63.30774201,2009,Campfire,2757674.211368,8164.27954738287
161,WASES,WA DNR - SE Region,Oak Creek,Unknown,2009-07-15T00:00:00.000Z,2009-07-17T00:00:00.000Z,150.41144852,2009,Unknown,6551896.490018,14181.7471612622
162,WASES,WA DNR - SE Region,Nahahum,Unknown,2009-08-19T00:00:00.000Z,2009-08-19T00:00:00.000Z,48.50436303,2009,Unknown,2112841.602133,6816.9416600241
163,WASES,WA DNR - SE Region,Lake Entiat,Unknown,2009-06-02T00:00:00.000Z,2009-06-02T00:00:00.000Z,182.4252547,2009,Unknown,7946412.309018,17552.2923630496
164,WASES,WA DNR - SE Region,Hale Storm,Unknown,2009-07-31T00:00:00.000Z,2009-08-05T00:00:00.000Z,54.80694637,2009,Unknown,2387381.0342245,8682.60643481067
165,WANES,WA DNR - NE Region,Oden Road,1262,2009-08-22T00:00:00.000Z,2009-08-26T00:00:00.000Z,9607.49330354,2009,Lightning,418500734.294016,118315.075555017
166,WACOA,Colville Agency,Milepost 38,304,2009-09-16T00:00:00.000Z,2009-09-18T00:00:00.000Z,1910.88147461,2009,Miscellaneous,83237664.0821975,52565.665526775
167,WACOA,Colville Agency,Concrete Plant,265,2009-08-27T00:00:00.000Z,2009-08-28T00:00:00.000Z,195.80526241,2009,Arson,8529243.1134775,13279.8055903148
168,WANCP,North Cascades NP,Brush Creek,203,2009-08-02T00:00:00.000Z,2009-08-09T00:00:00.000Z,391.44204795,2009,Lightning,17051147.4037605,21839.0646630885
169,WAOWF,Okan-Wen NF,Preston-Fox,Unknown,2009-10-04T00:00:00.000Z,2009-10-07T00:00:00.000Z,1215.98778453,2009,Debris Burning,52968216.020533,32781.8377250089
170,WAOWF,Okan-Wen NF,Twin Peaks,Unknown,2009-09-03T00:00:00.000Z,2009-09-25T00:00:00.000Z,666.36478804,2009,Unknown,29026734.059872,26803.8586712469
171,WACCC,Columbia Cascade,Dallesport,001,2010-07-12T00:00:00.000Z,2010-07-13T00:00:00.000Z,1179.06539837,2010,Power Line,51359883.3127005,33858.6818889129
172,WASES,WA DNR - SE Region,Swakane,249,2010-07-10T00:00:00.000Z,2010-07-16T00:00:00.000Z,19437.00371798,2010,Miscellaneous,846672495.254976,149484.097735367
173,WAYKCN,Yakima County FD,Cowiche Mill,102,2010-07-18T00:00:00.000Z,2010-07-19T00:00:00.000Z,6190.6972946,2010,Miscellaneous,269665695.486875,79784.9450002597
174,WASPA,Spokane Agency,Line,005629,2010-07-12T00:00:00.000Z,2010-07-15T00:00:00.000Z,909.85577433,2010,Miscellaneous,39633158.996867,50876.460100917
175,WANCP,North Cascades NP,Devils Gulch,298,2010-07-29T00:00:00.000Z,2010-08-02T00:00:00.000Z,36.63409036,2010,Lightning,1595774.5931235,7120.94253628609
176,WANCP,North Cascades NP,Nahahum,346,2010-07-29T00:00:00.000Z,2010-08-02T00:00:00.000Z,1947.45079312,2010,Lightning,84830617.224801,64413.3836781805
177,WANCP,North Cascades NP,Tripp Canyon,346,2010-07-29T00:00:00.000Z,2010-08-02T00:00:00.000Z,71.54657712,2010,Lightning,3116556.4329475,7583.75126872207
180,WANCP,North Cascades NP,Rainbow Bridge,005,2010-07-29T00:00:00.000Z,2010-08-02T00:00:00.000Z,4117.8871198,2010,Unknown,179374445.438809,83540.3520720153
181,WAOWF,Okan-Wen NF,Virginia Lake,Unknown,2001-08-01T00:00:00.000Z,2001-08-01T00:00:00.000Z,36683.98601782,2001,Unknown,1597948039.1249,204731.761641437
182,WAOWF,Okan-Wen NF,Rocky Hull,Unknown,2000-07-22T00:00:00.000Z,2000-07-26T00:00:00.000Z,9481.85678068,2000,Lightning,413028029.249546,143949.310325764
183,WAOWF,Okan-Wen NF,Whisky Mountain,353,2007-08-18T00:00:00.000Z,2007-08-18T00:00:00.000Z,961.00487006,2007,Lightning,41861204.694356,44857.3237702411
184,WA,Unknown,Fern Road,Unknown,2002-09-16T00:00:00.000Z,2002-09-16T00:00:00.000Z,15.65862786,2002,Unknown,682087.101386,3312.09928206909
185,ORCGF,Columbia RG NSA,Courtney Road,Unknown,2001-07-12T00:00:00.000Z,2001-07-12T00:00:00.000Z,89.65697123,2001,Unknown,3905442.045127,12162.7240396454
186,ORPRD,Prineville Dist,Dog Creek,Unknown,2001-07-12T00:00:00.000Z,2001-07-12T00:00:00.000Z,568.58337726,2001,Unknown,24767392.843762,28048.6525487926
187,ORCGF,Columbia RG NSA,Unknown,Unknown,2001-08-01T00:00:00.000Z,2001-08-01T00:00:00.000Z,93.34318517,2001,Unknown,4066012.881793,8295.52575518524
188,WAOWF,Okan-Wen NF,Amabilis,00734,2006-10-12T00:00:00.000Z,2006-12-10T00:00:00.000Z,116.99950814,2006,Unknown,5096478.1886495,11640.3382676775
189,WAOWF,Okan-Wen NF,Rattlesnake Creek,077,2007-08-05T00:00:00.000Z,2007-08-05T00:00:00.000Z,1653.59408222,2007,Unknown,72030270.0995015,51586.500982657
190,WAOWF,Okan-Wen NF,Trout,131,2006-06-27T00:00:00.000Z,2006-06-27T00:00:00.000Z,139.95743282,2006,Equipment Use,6096521.3876615,14649.2512062115
191,WAGPF,Gifford Pinchot NF,Lost Lake,Unknown,2003-05-08T00:00:00.000Z,2003-05-08T00:00:00.000Z,265.02327787,2003,Unknown,11544367.8065,16507.5345910201
192,WAYAA,BIA - Yakima,Mile Marker 44,100,2004-08-11T00:00:00.000Z,2004-08-13T00:00:00.000Z,126.13880661,2004,Unknown,5494584.4373365,15170.7699714392
193,WAOWF,Okan-Wen NF,Cape Labelle,047,2001-08-01T00:00:00.000Z,2001-08-01T00:00:00.000Z,260.35904241,2001,Unknown,11341194.522335,19106.3116903104
194,WA,Unknown,Avery,Unknown,2003-07-13T00:00:00.000Z,2003-07-13T00:00:00.000Z,284.03341072,2003,Unknown,12372445.8811485,32819.7816004638
195,WASES,WA DNR - SE Region,Rocky Ford,509,2006-06-28T00:00:00.000Z,2006-06-28T00:00:00.000Z,3183.48271274,2006,Unknown,138671952.277299,54979.7546307276
196,ORUMF,Umatilla NF,Cottonwood,258,2007-08-18T00:00:00.000Z,2008-05-29T00:00:00.000Z,3399.02911089,2007,Equipment Use,148061115.824266,72822.8105742824
197,WAOWF,Okan-Wen NF,LEMAH,102,2009-07-25T00:00:00.000Z,2009-07-25T00:00:00.000Z,649.35772031,2009,Lightning,28285909.1529295,23823.8260532222
198,WAOWF,Okan-Wen NF,SHULL RIDGE,061,2009-07-17T00:00:00.000Z,2009-07-17T00:00:00.000Z,211.74649621,2009,Lightning,9223640.480222,16532.6416267414
199,WAOWF,Okan-Wen NF,SABLE,155,2009-07-30T00:00:00.000Z,2009-07-30T00:00:00.000Z,542.3959843,2009,Lightning,23626674.5693465,24827.307215784
200,WAMSF,Mt. Baker-Snoq NF,MINERAL PARK,053,2003-08-01T00:00:00.000Z,2003-08-01T00:00:00.000Z,403.96614476,2003,Unknown,17596694.878794,18944.5595903195
201,WAMSF,Mt. Baker-Snoq NF,Swift Creek,062,2004-07-24T00:00:00.000Z,2004-07-27T00:00:00.000Z,536.76631734,2004,Lightning,23381447.2570815,18858.2928624525
202,WAMSF,Mt. Baker-Snoq NF,SPRING,082,2009-08-26T00:00:00.000Z,2009-08-26T00:00:00.000Z,219.66443002,2009,Lightning,9568544.29758,13495.1350757873
203,WAOWF,Okan-Wen NF,POWDER MOUNTAIN,247,2009-07-26T00:00:00.000Z,2009-07-26T00:00:00.000Z,194.43637588,2009,Lightning,8469614.654561,19589.8972686089
204,WAOWF,Okan-Wen NF,Foam Creek WFU,061,2008-08-08T00:00:00.000Z,2008-08-08T00:00:00.000Z,602.4755335,2008,Lightning,26243729.2639335,27863.0533956524
205,WAMSF,Mt. Baker-Snoq NF,Downey,063,2004-08-01T00:00:00.000Z,2004-08-01T00:00:00.000Z,319.68472309,2004,Unknown,13925410.8359665,15548.1606230335
206,WAMSF,Mt. Baker-Snoq NF,Sonny Boy,056,2003-08-01T00:00:00.000Z,2003-08-01T00:00:00.000Z,391.14601969,2003,Unknown,17038252.464435,19061.6403524142
207,WAMSF,Mt. Baker-Snoq NF,DOME CREEK,063,2004-08-01T00:00:00.000Z,2004-08-01T00:00:00.000Z,229.20416381,2004,Unknown,9984093.4389305,12539.9833440464
208,WAOWF,Okan-Wen NF,McCoy,111,2007-09-27T00:00:00.000Z,2007-09-27T00:00:00.000Z,484.66368623,2007,Unknown,21111865.724617,21469.3857268917
209,WAOWF,Okan-Wen NF,EightMile,106,2010-08-18T00:00:00.000Z,2010-08-18T00:00:00.000Z,189.89080314,2010,Lightning,8271610.2981515,11974.5440223053
210,WAOWF,Okan-Wen NF,Crystal,122,2003-08-01T00:00:00.000Z,2003-08-01T00:00:00.000Z,1284.65082626,2003,Unknown,55959166.154444,47262.3456386597
211,WASES,WA DNR - SE Region,Middle Fork,Unknown,2003-08-01T00:00:00.000Z,2003-08-01T00:00:00.000Z,2109.98353987,2003,Unknown,91910515.353394,45320.9893520328
212,WASES,WA DNR - SE Region,Carpenter Gulch,287,2008-07-09T00:00:00.000Z,2008-08-11T00:00:00.000Z,120.7232244,2008,Miscellaneou,5258682.620169,10019.1871778595
213,WASES,WA DNR - SE Region,North Fork,408,2005-08-29T00:00:00.000Z,2005-08-29T00:00:00.000Z,136.25182958,2005,Unknown,5935105.956185,10160.3600885706
214,WACOA,Colville Agency,Rattlesnake,070,2013-07-04T00:00:00.000Z,2013-07-05T00:00:00.000Z,506.66199677,2013,Miscellaneous,22070108.2983775,19755.4985039086
215,WASES,WA DNR - SE Region,25 Mile,199,2013-07-04T00:00:00.000Z,2013-07-08T00:00:00.000Z,2097.80322123,2013,Unknown,91379942.795893,58918.5259845927
216,WACOA,Colville Agency,Hwy 155,118,2013-07-10T00:00:00.000Z,2013-07-08T00:00:00.000Z,194.22565463,2013,Miscellaneou,8460435.673792,14281.2208144764
217,WANES,WA DNR - NE Region,Knox in the Middle,642,2013-08-01T00:00:00.000Z,2013-08-05T00:00:00.000Z,79.74378985,2013,Lightning,3473625.5914655,7012.34737697794
218,WANES,WA DNR - NE Region,Knox Knox,650,2013-08-01T00:00:00.000Z,2013-08-05T00:00:00.000Z,3.95287959,2013,Lightning,172186.7461925,1900.84640308236
219,WAOWF,Okan-Wen NF,Moore Point,366,2013-07-28T00:00:00.000Z,2013-08-03T00:00:00.000Z,1573.13792257,2013,Lightning,68525613.8038005,41993.6711721152
220,WAYAA,BIA - Yakima,Mile Marker 28,81,2013-07-24T00:00:00.000Z,2013-08-04T00:00:00.000Z,26091.66238271,2013,Miscellaneous,1136548267.18398,237574.704666563
221,WASES,WA DNR - SE Region,Eureka,106,2010-08-06T00:00:00.000Z,2010-08-08T00:00:00.000Z,20835.47526597,2010,Missing/Undefined,907589672.216169,187472.678415398
222,WAOWF,Okan-Wen NF,Boulder Creek,444,2010-08-04T00:00:00.000Z,2010-08-10T00:00:00.000Z,10100.76006235,2010,Unknown,439987348.361308,96227.9480805523
223,WAOLP,Olympic NP,Hopper,010,2010-08-05T00:00:00.000Z,2010-08-18T00:00:00.000Z,385.06521319,2010,Lightning,16773373.5929515,26620.8502837484
224,WANES,WA DNR - NE Region,Fish Hatchery,707,2010-08-26T00:00:00.000Z,2010-08-29T00:00:00.000Z,646.51561266,2010,Powerline,28162107.438804,42404.4032397705
225,WASES,WA DNR - SE Region,Hiway 8 Fire,00543,2010-08-26T00:00:00.000Z,2010-08-30T00:00:00.000Z,2018.38353788,2010,Power Line,87920435.2271625,65856.0258396443
226,WANES,WA DNR - NE Region,Slide Creek,711,2010-08-26T00:00:00.000Z,2010-08-27T00:00:00.000Z,990.42358019,2010,Power Line,43142678.581954,42841.1771560389
227,WACOA,Colville Agency,Buffalo Lake,163,2010-08-27T00:00:00.000Z,2010-08-28T00:00:00.000Z,407.94807233,2010,Arson,17770146.9499325,24818.041227763
228,WASES,WA DNR - SE Region,Baird Springs,110,2010-09-10T00:00:00.000Z,2010-09-11T00:00:00.000Z,7668.88221653,2010,Unknown,334055173.127242,106482.166300455
229,WAHNC,Hanford,FFTF,0742,2010-08-01T00:00:00.000Z,2010-08-01T00:00:00.000Z,1266.00595102,2010,Unknown,55146998.6375745,50930.8147402069
230,WAPCS,WA DNR - PC Region,Hilltop,0052,2010-08-14T00:00:00.000Z,2010-08-14T00:00:00.000Z,133.99953977,2010,Unknown,5836996.604361,15023.7282164321
231,WAPCS,WA DNR - PC Region,Speelyai,035,2010-07-24T00:00:00.000Z,2010-07-26T00:00:00.000Z,122.54881002,2010,Unknown,5338204.8113885,11525.5971631211
232,WAWFS,WA Fire Service,Vansycle Canyon,202,2011-08-07T00:00:00.000Z,2011-08-07T00:00:00.000Z,4509.45682982,2011,Unknown,196431153.779799,108330.326824301
233,WAOWF,Okan-Wen NF,Tumwater Canyon,323,2011-08-18T00:00:00.000Z,2011-08-21T00:00:00.000Z,458.11336064,2011,Miscellaneous,19955338.1679525,23488.1933338422
234,WANES,WA DNR - NE Region,Salmon,662,2011-08-29T00:00:00.000Z,2011-08-31T00:00:00.000Z,1979.07434739,2011,Miscellaneous,86208133.7385775,54805.7513960686
235,WAOLP,Olympic NP,Big Hump,124,2011-09-01T00:00:00.000Z,2011-09-16T00:00:00.000Z,1238.08228311,2011,Unknown,53930648.5289715,58802.7344396709
236,WAWFS,WA Fire Service,Wishram II,409,2011-08-29T00:00:00.000Z,2011-08-29T00:00:00.000Z,9064.45533217,2011,Unknown,394846094.880016,124948.952538553
237,WASES,WA DNR - SE Region,Monastery Complex,428,2011-09-07T00:00:00.000Z,2011-09-14T00:00:00.000Z,3621.14474022,2011,Miscellaneous,157736433.936353,98638.8410202757
238,WANES,WA DNR - NE Region,Barber Mountain,786,2011-09-19T00:00:00.000Z,2011-09-19T00:00:00.000Z,814.61351612,2011,Unknown,35484422.8241025,23137.6000842268
239,WACOA,Colville Agency,Kwei Kwei Creek,085,2011-08-06T00:00:00.000Z,2011-08-10T00:00:00.000Z,625.77331179,2011,Unknown,27258576.427111,26846.515046034
240,WANES,WA DNR - NE Region,Maryls Road,489,2011-08-09T00:00:00.000Z,2011-08-10T00:00:00.000Z,408.59884586,2011,Unknown,17798494.531477,24989.5541327427
241,WASES,WA DNR - SE Region,Washington Creek,257,2011-08-01T00:00:00.000Z,2011-08-06T00:00:00.000Z,245.68283678,2011,Unknown,10701901.562604,18267.7159393812
242,WASPS,WA DNR - SPS Region,Eels Hill,Unknown,2011-08-17T00:00:00.000Z,2011-09-10T00:00:00.000Z,49.9780847,2011,Unknown,2177036.6611475,7645.3675012371
244,WASES,WA DNR - SE Region,Navarre,125,2012-07-05T00:00:00.000Z,2012-07-06T00:00:00.000Z,602.21934453,2012,Miscellaneous,26232569.7171175,19469.6375895853
245,WASPD,Spokane BLM,241-BLM,245,2012-07-19T00:00:00.000Z,2012-07-19T00:00:00.000Z,4614.20558781,2012,Unknown,200993991.42658,93659.8554772753
246,WASPD,Spokane BLM,Antoine 2,50310,2012-08-05T00:00:00.000Z,2012-08-08T00:00:00.000Z,6838.65621357,2012,Unknown,297890673.096799,92506.9642937236
247,WACOA,Colville Agency,Buffalo Lake Road,148,2012-08-15T00:00:00.000Z,2012-08-18T00:00:00.000Z,11307.50802329,2012,Lightning,492553079.27626,180204.482940872
248,WASPD,Spokane BLM,Death Wind Canyon,50368,2012-08-19T00:00:00.000Z,2012-08-19T00:00:00.000Z,824.0437755,2012,Lightning,35895203.2797315,34888.8790001566
249,WASES,WA DNR - SE Region,Taylor Bridge,064,2012-08-13T00:00:00.000Z,2012-08-22T00:00:00.000Z,23501.08189576,2012,Miscellaneous,1023703032.55473,290684.113382721
250,WAYAA,BIA - Yakima,Diamond Butte,108,2012-08-19T00:00:00.000Z,2012-08-24T00:00:00.000Z,284.42605119,2012,Unknown,12389549.2315215,25796.4447640742
251,WASPD,Spokane BLM,Roosevelt,119,2012-07-03T00:00:00.000Z,2012-07-06T00:00:00.000Z,2826.61213127,2012,Miscellaneous,123126731.929677,61801.2351757374
252,ORWWF,Wallowa-Whitman NF,Cache Creek,742,2012-08-21T00:00:00.000Z,2012-09-04T00:00:00.000Z,73694.73896911,2012,Unknown,3210129988.93595,464900.460586341
253,WASES,WA DNR - SE Region,Highway 141,430,2012-09-05T00:00:00.000Z,2012-09-09T00:00:00.000Z,1635.84274497,2012,Unknown,71257024.9419595,62677.321660876
254,WACOA,Colville Agency,Manila Creek,176,2012-09-09T00:00:00.000Z,2012-09-10T00:00:00.000Z,200.75702243,2012,Lightning,8744940.9170255,14841.7281886554
255,WACOA,Colville Agency,Top of Peter Dan Creek,174,2012-09-08T00:00:00.000Z,2012-09-11T00:00:00.000Z,20.24074146,2012,Lightning,881683.171093,4428.21746208642
256,WACOA,Colville Agency,Timm Brothers,182,2012-09-09T00:00:00.000Z,2012-09-11T00:00:00.000Z,1358.68394334,2012,Miscellaneou,59184035.835011,45215.9301419692
257,WACOA,Colville Agency,Jim Creek #3,171,2012-09-08T00:00:00.000Z,2012-09-12T00:00:00.000Z,26.1523987,2012,Lightning,1139193.930466,4997.67818323016
258,WAWFS,WA Fire Service,Leahy Junction,308,2012-09-10T00:00:00.000Z,2012-09-13T00:00:00.000Z,72425.92991647,2012,Lightning,3154860887.67987,403190.247927899
259,WASPD,Spokane BLM,Barker Canyon,50491,2012-09-08T00:00:00.000Z,2012-09-13T00:00:00.000Z,15804.25044832,2012,Unknown,688430395.798926,225110.398254355
260,WAWFS,WA Fire Service,Apache Pass,310,2012-09-09T00:00:00.000Z,2012-09-13T00:00:00.000Z,23324.09347551,2012,Unknown,1015993447.80716,321822.590235034
261,WAOWF,Okan-Wen NF,Leecher,571,2012-09-09T00:00:00.000Z,2012-09-17T00:00:00.000Z,1319.70299959,2012,Lightning,57486032.717148,57087.7243234052
262,WAOWF,Okan-Wen NF,Hunter,520,2012-09-09T00:00:00.000Z,2012-09-17T00:00:00.000Z,211.42089207,2012,Lightning,9209457.220459,21011.9714433724
263,WAOWF,Okan-Wen NF,TRAIL CREEK,539,2012-09-09T00:00:00.000Z,2012-09-17T00:00:00.000Z,24.11552485,2012,Lightning,1050468.060521,9433.60621691687
264,WAOWF,Okan-Wen NF,Stafford Creek,585,2012-09-09T00:00:00.000Z,2012-09-23T00:00:00.000Z,33.80616122,2012,Lightning,1472590.492298,8536.32790579069
265,WAOWF,Okan-Wen NF,Diamond Head,596,2012-09-10T00:00:00.000Z,2012-09-19T00:00:00.000Z,1055.94721861,2012,Unknown,45996876.854547,107661.215268627
266,WAOWF,Okan-Wen NF,Gold Creek Springs,462,2012-09-09T00:00:00.000Z,2012-09-19T00:00:00.000Z,31.51178589,2012,Lightning,1372647.902603,5186.72676838623
267,WAOWF,Okan-Wen NF,Old Blewett Pass,597,2012-09-10T00:00:00.000Z,2012-09-19T00:00:00.000Z,22.4092772,2012,Lightning,976144.2101575,7776.12365320287
268,WAOWF,Okan-Wen NF,Moon Beam,595,2012-09-10T00:00:00.000Z,2012-09-18T00:00:00.000Z,0.30379979,2012,Lightning,13233.465927,729.885636055749
269,WAOWF,Okan-Wen NF,Jack Creek Pass,642,2012-09-09T00:00:00.000Z,2012-09-18T00:00:00.000Z,7.27095038,2012,Unknown,316721.3316915,3439.63368502888
270,WAOWF,Okan-Wen NF,Byrd,559,2012-09-09T00:00:00.000Z,2012-09-21T00:00:00.000Z,14164.08513399,2012,Lightning,616985080.489141,196347.800806207
271,WAOWF,Okan-Wen NF,Timber Creek,644,2012-09-15T00:00:00.000Z,2012-09-20T00:00:00.000Z,153.01404743,2012,Unknown,6665265.2449605,13935.5811082705
272,WAOWF,Okan-Wen NF,Wild Rose,534,2012-09-09T00:00:00.000Z,2012-09-22T00:00:00.000Z,1926.29887951,2012,Unknown,83909243.553323,46233.3724619222
362,WANES,WA DNR - NE Region,Chamokane Creek,137,2007-07-02T00:00:00.000Z,2007-07-02T00:00:00.000Z,155.91204468,2007,Unknown,6791501.5,13524.2003055649
273,WAOWF,Okan-Wen NF,Buckhorn,610,2012-09-09T00:00:00.000Z,2012-09-24T00:00:00.000Z,4631.12177558,2012,Lightning,201730857.618294,71123.1921496794
274,WAOWF,Okan-Wen NF,French Cabin Creek,589,2012-09-10T00:00:00.000Z,2012-09-24T00:00:00.000Z,42.73913369,2012,Lightning,1861709.2167825,6192.76621205556
275,WAOWF,Okan-Wen NF,First Creek,573,2012-09-09T00:00:00.000Z,2012-09-25T00:00:00.000Z,1361.00014754,2012,Lightning,59284929.2862555,64596.0447332361
276,WAOWF,Okan-Wen NF,Maverick,612,2012-09-11T00:00:00.000Z,2012-09-27T00:00:00.000Z,20.54254177,2012,Lightning,894829.540096,4392.5889028867
277,WAOWF,Okan-Wen NF,Goat,649,2012-09-15T00:00:00.000Z,2012-09-26T00:00:00.000Z,7377.6025074,2012,Miscellaneous,321367079.750263,114677.21590158
278,WAOWF,Okan-Wen NF,Poison Canyon,470,2012-09-08T00:00:00.000Z,2012-09-29T00:00:00.000Z,5931.40079488,2012,Lightning,258370785.138657,87919.8133590553
279,WAOWF,Okan-Wen NF,Canyon,559,2012-09-09T00:00:00.000Z,2012-09-29T00:00:00.000Z,7557.52421717,2012,Lightning,329204438.078341,114918.867087571
280,WAOWF,Okan-Wen NF,White Pine,655,2012-09-11T00:00:00.000Z,2012-09-30T00:00:00.000Z,60.85919638,2012,Lightning,2651015.9903935,7027.35841279747
281,WAOWF,Okan-Wen NF,Cashmere,548,2012-09-09T00:00:00.000Z,2012-10-06T00:00:00.000Z,2791.69448074,2012,Unknown,121605725.156531,90124.3576849525
282,WAOWF,Okan-Wen NF,Pyramid,510,2012-09-09T00:00:00.000Z,2012-10-06T00:00:00.000Z,1906.12772526,2012,Lightning,83030591.5889365,44616.6276745303
283,WAOWF,Okan-Wen NF,Klone Peak,507,2012-09-09T00:00:00.000Z,2012-10-06T00:00:00.000Z,1506.49192302,2012,Lightning,65622525.6759455,50631.2109520928
284,WAOWF,Okan-Wen NF,Basalt Peak,620,2012-09-12T00:00:00.000Z,2012-10-06T00:00:00.000Z,1261.05014419,2012,Unknown,54931124.5559565,38232.7281295968
285,WAOWF,Okan-Wen NF,Cuitin Lake,656,2012-09-11T00:00:00.000Z,2012-10-06T00:00:00.000Z,309.12280753,2012,Lightning,13465335.634722,25045.2609577306
286,WAOWF,Okan-Wen NF,Sears Creek,511,2012-09-09T00:00:00.000Z,2012-10-06T00:00:00.000Z,656.20735759,2012,Unknown,28584278.1591725,28675.8100468684
287,WAOWF,Okan-Wen NF,Peavine Canyon,482,2012-09-08T00:00:00.000Z,2012-10-06T00:00:00.000Z,19997.98138104,2012,Lightning,871108584.513459,238886.544469357
288,WASPS,WA DNR - SPS Region,Powerline #2,066,2012-10-04T00:00:00.000Z,2012-10-06T00:00:00.000Z,229.4779795,2012,Arson,9996020.8028215,19724.5705054701
289,WAOWF,Okan-Wen NF,Table Mountain Fire,642,2012-09-15T00:00:00.000Z,2012-10-06T00:00:00.000Z,42481.23861478,2012,Lightning,1850475352.13611,324172.530572214
290,WACOA,Colville Agency,St Mary's Mission Road,012198,2012-10-02T00:00:00.000Z,2012-10-10T00:00:00.000Z,16853.18303864,2012,Unknown,734121716.667537,273642.706281212
291,WAGPF,Gifford Pinchot NF,Cascade Creek,563,2012-09-09T00:00:00.000Z,2012-10-07T00:00:00.000Z,20096.32065296,2012,Lightning,875392226.06359,293816.220620121
292,WACOF,Colville NF,Radio,1010,2012-09-11T00:00:00.000Z,2012-10-01T00:00:00.000Z,190.95832857,2012,Lightning,8318111.51982,12094.970044419
293,WAGPF,Gifford Pinchot NF,South Point,628,2012-09-19T00:00:00.000Z,2012-10-09T00:00:00.000Z,336.81498277,2012,Unknown,14671601.9627555,18678.7479125875
294,WASES,WA DNR - SE Region,Foster Creek,0184,2012-07-12T00:00:00.000Z,2012-07-16T00:00:00.000Z,1294.12726798,2012,Lightning,56371958.304801,62912.3391585081
295,WASES,WA DNR - SE Region,Quilomene,170,2012-07-12T00:00:00.000Z,2012-07-17T00:00:00.000Z,156.93495816,2012,Lightning,6836059.4329805,19648.8322700893
296,WASES,WA DNR - SE Region,Litttle Parke Creek,433,2012-09-05T00:00:00.000Z,2012-09-07T00:00:00.000Z,692.94103598,2012,Recreation,30184390.7894085,37334.4695672318
297,WACOA,Colville Agency,Meteor,048,2012-04-11T00:00:00.000Z,2012-11-19T00:00:00.000Z,210.58514453,2012,Unknown,9173052.203618,13425.5041305796
298,WACOA,Colville Agency,South Omak Lake,106,2012-07-13T00:00:00.000Z,2012-11-19T00:00:00.000Z,1002.99843724,2012,Unknown,43690437.163767,53397.7662716067
299,WAYAA,BIA - Yakima,North Ahtanum,118,2012-08-31T00:00:00.000Z,2012-09-02T00:00:00.000Z,1661.10995281,2012,Unknown,72357660.11306,45683.1439795528
300,WASPD,Spokane BLM,Cache Butte,50156,2012-07-10T00:00:00.000Z,2012-07-10T00:00:00.000Z,470.30298593,2012,Unknown,20486316.1214105,19173.0913292003
301,WASPD,Spokane BLM,Crane Road,302,2012-08-01T00:00:00.000Z,2012-08-01T00:00:00.000Z,11131.87513842,2012,Unknown,484902541.413719,128842.657439834
302,WASPD,Spokane BLM,Washout,50111,2012-06-30T00:00:00.000Z,2012-06-30T00:00:00.000Z,595.70041073,2012,Unknown,25948606.0968205,42328.7593999112
303,WAGPF,Gifford Pinchot NF,Cold Springs,005,2008-07-12T00:00:00.000Z,2008-07-20T00:00:00.000Z,7982.99113452,2008,Lightning,347737702.864645,102604.89033122
